condition,n_trials,mean_target_snr_db,median_target_snr_db,mean_non_target_snr_db,median_non_target_snr_db,mean_target_minus_nontarget_db,median_target_minus_nontarget_db,mean_target_h2_snr_db,prediction_accuracy
left_9hz,20,1.7877695683702055,1.9344290920974747,-1.0508297650825662,-0.9417004152305605,2.838599333452772,2.6275635344484143,2.1770250319562376,0.9
right_14hz,20,0.8342020079024592,1.3371333363250155,0.2293696306877659,0.13676366552091065,0.6048323772146934,0.9333570444502773,4.96522169249266,0.6
